CUSTOMER_NUMBER,PRIMARY_GROUP_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
500953257,,MYCOKE LEGACY,7/26/2019,6/10/2019,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,41046
600077558,2311,SALES REP,5/11/2018,11/1/1991,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,FALSE,TRUE,2568
600077409,1660,OTHER,7/19/2018,3/26/2012,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,1258
600073772,864,SALES REP,5/9/2018,3/15/2011,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,40829
500245886,489,SALES REP,6/8/2018,7/28/2004,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,67862
501273039,1594,CALL CENTER,10/14/2021,10/8/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21771
501473945,5691,MYCOKE LEGACY,1/17/2024,12/23/2022,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,42273
600061602,,SALES REP,5/14/2018,6/21/2011,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40619
501757745,,SALES REP,12/27/2024,12/11/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1613
501636439,8940,MYCOKE360,4/24/2024,3/26/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,42303
500529984,,SALES REP,2/23/2018,2/13/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,67026
500436194,,SALES REP,9/13/2017,8/31/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,41385
600250761,2466,SALES REP,8/11/2016,5/22/2008,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40577
501003275,6334,SALES REP,11/7/2019,9/26/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40577
600255748,384,MYCOKE360,8/25/2016,9/11/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,21539
600252567,,SALES REP,9/12/2016,8/26/2004,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66533
501256079,,SALES REP,9/15/2021,8/30/2021,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,2169
501372585,,MYCOKE LEGACY,8/15/2022,4/18/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,20657
501146531,8940,OTHER,12/1/2020,11/18/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,FALSE,66955
600250729,,OTHER,8/1/2016,4/25/2008,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21622
600271679,468,SALES REP,8/2/2016,7/9/2004,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,2460
500401854,,OTHER,6/27/2017,6/9/2017,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,21204
501212132,,OTHER,6/11/2021,5/4/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40145
501062582,,SALES REP,5/5/2020,2/20/2020,PUBLIC SECTOR,OUTDOOR ACTIVITIES,FAITH,TRUE,TRUE,21251
600258829,,SALES REP,8/4/2016,8/28/2014,PUBLIC SECTOR,EDUCATION,HIGH SCHOOL,TRUE,FALSE,1936
501573805,,OTHER,10/20/2023,10/18/2023,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,21062
600250604,,SALES REP,8/18/2016,1/28/2008,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2643
500439619,,SALES REP,9/13/2017,9/8/2017,EVENT,RECREATION,OTHER RECREATION,TRUE,TRUE,1944
600254128,,SALES REP,8/2/2016,2/10/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1936
600256327,7089,OTHER,8/4/2016,7/22/2003,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,40422
501008546,,OTHER,11/20/2019,10/10/2019,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,66952
600060580,,SALES REP,3/2/2018,2/1/2006,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,40807
600059498,,OTHER,3/8/2018,3/5/2013,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,66952
600053494,399,SALES REP,2/26/2018,12/31/2012,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1815
600060408,,SALES REP,7/24/2018,6/1/1984,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,1827
600060517,358,SALES REP,2/27/2018,1/19/2001,DINING,FAST CASUAL DINING,BURGER FAST FOOD,FALSE,FALSE,1473
600056342,,OTHER,2/28/2018,7/19/2004,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66834
501699267,,CALL CENTER,10/25/2024,8/19/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42031
501263523,,MYCOKE360,10/6/2021,9/17/2021,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,42411
600056242,,OTHER,3/8/2018,1/13/2004,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1009
500952945,,OTHER,7/12/2019,6/10/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,20751
501296128,,OTHER,2/17/2022,11/12/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,20751
501339899,,SALES REP,2/9/2022,1/29/2022,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,2050
500266867,,OTHER,3/6/2018,1/18/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1420
501728719,,MYCOKE360,12/11/2024,10/21/2024,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,67333
501436834,,SALES REP,10/6/2022,9/27/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,40152
500326431,,SALES REP,2/28/2018,2/1/2017,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1503
600060354,340,SALES REP,3/2/2018,5/22/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67855
500827833,1925,SALES REP,12/21/2018,12/6/2018,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,TRUE,40863
500551374,4235,OTHER,3/16/2018,3/9/2018,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67333
600054916,1642,SALES REP,3/6/2018,10/1/1983,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2721
501485445,2333,OTHER,3/29/2023,2/2/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,2420
501677751,,OTHER,8/21/2024,7/1/2024,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,42304
501570152,2817,SALES REP,1/8/2024,10/10/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,67855
600055333,,SALES REP,4/2/2018,5/29/1991,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,21922
501149333,1894,OTHER,1/7/2021,11/30/2020,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,1245
600056565,,SALES REP,3/21/2018,9/1/2005,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,20724
500943419,435,SALES REP,7/12/2019,5/29/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42031
600054798,2168,CALL CENTER,3/22/2018,10/1/1983,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2171
600056155,2162,SALES REP,2/28/2018,5/13/2003,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,66834
501567329,1728,SALES REP,12/13/2023,9/29/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,42120
501753316,1194,SALES REP,12/3/2024,11/22/2024,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,66012
600583628,,SALES REP,4/3/2017,11/4/1993,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,2301
501122754,,MYCOKE LEGACY,10/20/2020,9/4/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,71071
600581320,1194,SALES REP,3/15/2017,8/24/2016,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,41669
501434899,,SALES REP,10/21/2022,9/22/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40941
600568144,,SALES REP,3/9/2017,8/9/2013,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,67364
501522371,,MYCOKE360,9/26/2023,5/24/2023,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,1106
600566929,,SALES REP,3/14/2024,4/4/2013,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,20736
501655907,,SALES REP,6/14/2024,5/14/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,71404
501227073,,SALES REP,6/21/2021,6/14/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40203
500877442,1431,SALES REP,3/13/2019,2/28/2019,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2199
500566252,,SALES REP,4/7/2018,3/21/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,1302
600567385,437,SALES REP,3/2/2017,5/13/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1370
600567345,437,SALES REP,2/28/2017,5/13/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,41642
501742323,,SALES REP,12/6/2024,11/20/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1472
500616579,,SALES REP,6/7/2018,5/9/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67584
501057543,3262,SALES REP,2/26/2020,2/7/2020,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,1119
501643396,,SALES REP,5/14/2024,4/17/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21675
501501037,1194,MYCOKE LEGACY,5/22/2023,3/22/2023,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2719
501703520,,SALES REP,9/11/2024,8/30/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66523
501222179,,SALES REP,6/15/2021,5/27/2021,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,41348
501753315,,SALES REP,11/29/2024,11/22/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1464
501625345,,SALES REP,5/6/2024,2/19/2024,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,TRUE,2122
501524512,,SALES REP,6/14/2023,6/1/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66501
600079710,2314,SALES REP,3/1/2016,3/1/2001,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,FALSE,TRUE,41003
501415487,,SALES REP,8/30/2022,8/3/2022,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1982
500842319,2190,SALES REP,1/18/2019,1/14/2019,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,1083
500508939,,SALES REP,1/22/2018,1/4/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1349
501604530,399,SALES REP,3/19/2024,2/6/2024,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1109
500276437,3728,SALES REP,4/1/2016,3/22/2016,EVENT,ACTIVITIES,GAME CENTER,FALSE,TRUE,66113
600080130,,SALES REP,3/3/2016,11/23/2007,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,42728
501634068,,SALES REP,4/4/2024,3/18/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,66946
501264721,,SALES REP,10/1/2021,9/21/2021,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2668
600081611,,SALES REP,3/11/2016,11/1/1988,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,66757
501210752,,SALES REP,7/8/2021,4/29/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2303
500751784,,SALES REP,9/12/2018,9/10/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1436
600082359,2206,SALES REP,3/2/2016,6/23/2010,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,1778
501407139,,SALES REP,10/20/2022,7/12/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1093
501043098,,SALES REP,2/13/2020,1/24/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66757
600082670,437,MYCOKE360,3/1/2016,4/23/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42033
600081954,489,SALES REP,2/29/2016,2/9/1994,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,40580
501030771,2183,SALES REP,1/31/2020,12/16/2019,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,67649
500450435,,SALES REP,10/18/2017,10/4/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21234
501455138,,MYCOKE360,11/29/2022,11/2/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67647
501169882,,SALES REP,1/29/2021,1/7/2021,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,67521
600077673,381,SALES REP,8/29/2017,11/21/1997,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,2492
600266710,,SALES REP,2/2/2017,1/30/2001,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2763
500823073,2183,MYCOKE LEGACY,1/24/2019,11/23/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,1609
501344917,,SALES REP,4/7/2022,2/10/2022,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,2534
501659799,7086,SALES REP,6/12/2024,5/24/2024,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,1082
501528646,7098,MYCOKE360,6/19/2023,6/14/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,2139
501293152,,OTHER,11/19/2021,11/1/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21133
600282403,,MYCOKE360,12/23/2021,2/20/2008,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,1082
600078944,437,MYCOKE360,9/18/2017,4/15/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66407
600565249,384,SALES REP,5/16/2017,10/5/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,20758
500636839,2487,OTHER,7/18/2018,5/31/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,40958
600866807,8452,SALES REP,5/11/2017,9/8/2009,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,67226
501456874,2487,SALES REP,11/28/2022,11/4/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,2601
500906593,,SALES REP,4/5/2019,3/27/2019,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,40555
600686069,4671,SALES REP,5/2/2017,4/29/2016,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,42070
501466390,,SALES REP,12/7/2022,12/1/2022,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,42402
600551229,,SALES REP,5/1/2017,12/18/2007,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,1541
600580000,5197,SALES REP,5/1/2017,5/10/2016,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,67108
600083397,,SALES REP,6/16/2016,6/5/2006,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,2575
500318281,,SALES REP,1/25/2017,12/29/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,67553
600083867,,SALES REP,12/14/2015,11/7/1989,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2150
500944167,,SALES REP,6/6/2019,5/30/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2150
501629657,647,SALES REP,4/3/2024,3/4/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1938
600077069,,SALES REP,4/30/2018,12/12/2013,EVENT,ACTIVITIES,GAME CENTER,TRUE,TRUE,20602
600067540,436,SALES REP,5/3/2018,6/17/1999,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,66615
501473557,382,MYCOKE360,4/14/2023,12/22/2022,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2298
500913392,,SALES REP,7/18/2019,3/29/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67363
501164975,,MYCOKE360,2/15/2021,12/28/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21225
600071111,104,SALES REP,5/3/2018,1/13/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1731
501036030,,MYCOKE360,1/22/2020,1/8/2020,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2457
500275012,522,SALES REP,5/14/2018,3/14/2016,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66451
501245103,2487,SALES REP,8/30/2021,8/4/2021,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66451
600074312,,SALES REP,5/24/2018,8/17/1995,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2362
501600594,,CALL CENTER,2/29/2024,1/23/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1330
500994455,1395,OTHER,9/20/2019,9/5/2019,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,21108
600069060,1394,SALES REP,5/1/2018,3/24/2008,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,2632
501002752,7673,CALL CENTER,9/30/2019,9/25/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21770
500926368,,OTHER,4/30/2019,4/18/2019,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,67514
501659991,,MYCOKE360,7/3/2024,5/24/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67363
501352423,,SALES REP,10/14/2022,2/24/2022,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,66105
600068953,863,MYCOKE360,5/15/2018,10/8/2012,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,42261
501547785,,SALES REP,8/22/2023,8/8/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,21758
500270413,,SALES REP,5/1/2018,2/24/2016,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,41097
501015783,,SALES REP,11/19/2019,10/30/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2133
500832086,2183,SALES REP,2/6/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,40829
600074799,2487,MYCOKE LEGACY,5/2/2018,12/17/2012,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67448
500267535,,SALES REP,5/3/2018,1/21/2016,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,67004
501679641,,SALES REP,7/18/2024,7/8/2024,PUBLIC SECTOR,OUTDOOR ACTIVITIES,FAITH,TRUE,FALSE,1128
500680772,,SALES REP,11/15/2018,6/25/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40577
500728721,,SALES REP,9/4/2018,8/14/2018,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40831
501499684,,SALES REP,11/20/2023,3/17/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67585
600250380,,SALES REP,8/30/2016,10/5/2007,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,2081
600256537,437,MYCOKE LEGACY,9/29/2016,4/18/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66626
600259880,7086,SALES REP,8/3/2016,4/9/2015,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,FALSE,1247
501561671,,SALES REP,2/14/2024,9/11/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21082
500801991,437,CALL CENTER,10/26/2018,10/18/2018,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66626
500293305,,SALES REP,11/9/2016,7/27/2016,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,42069
501447427,,MYCOKE360,12/9/2022,10/26/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,67585
600258835,435,SALES REP,8/30/2016,8/29/2014,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21204
501633382,,SALES REP,6/14/2024,3/15/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1105
500931195,,SALES REP,5/10/2019,4/30/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40526
600249853,409,SALES REP,8/4/2016,4/6/2007,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,67565
600259034,,SALES REP,8/1/2016,3/12/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40526
501721766,8809,OTHER,10/9/2024,9/30/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501404934,1874,SALES REP,7/22/2022,7/6/2022,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,66431
501245981,,OTHER,1/25/2022,8/6/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21204
500956843,340,OTHER,7/16/2019,6/18/2019,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67559
501677733,,SALES REP,9/26/2024,7/2/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1201
600253718,1594,MYCOKE360,9/13/2016,5/9/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42051
600257060,,OTHER,1/18/2017,8/20/2013,EVENT,RECREATION,RECREATION ARENA,FALSE,TRUE,21204
500528224,5302,SALES REP,3/2/2018,2/7/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1105
600255828,,CALL CENTER,8/30/2016,9/27/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21204
501384454,,CALL CENTER,6/3/2022,5/20/2022,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,42378
501265032,7079,OTHER,10/7/2021,9/22/2021,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,20676
501736935,,SALES REP,12/19/2024,11/8/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1201
501215686,4031,EDI,6/30/2021,5/14/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1540
600263433,3512,SALES REP,9/13/2016,9/8/1993,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,TRUE,1086
500381443,1871,MYCOKE360,11/3/2017,3/31/2017,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,FALSE,1438
501383186,,MYCOKE LEGACY,5/25/2022,5/18/2022,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1546
501581493,7366,CALL CENTER,11/17/2023,11/9/2023,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,21204
600256683,437,SALES REP,8/15/2016,5/7/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1540
600265879,,SALES REP,8/1/2016,8/19/1996,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21622
500835139,,SALES REP,12/27/2018,12/21/2018,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1226
501585906,1894,OTHER,12/29/2023,11/29/2023,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,1970
501604085,,SALES REP,2/20/2024,2/5/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,40472
500985848,,CALL CENTER,8/28/2019,8/14/2019,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1226
501634170,,SALES REP,5/31/2024,3/18/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,40807
600059988,,SALES REP,3/8/2018,3/21/2000,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66952
500576454,,SALES REP,5/7/2018,4/4/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67572
501327020,,CALL CENTER,1/24/2022,1/12/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,67333
501596514,340,CALL CENTER,2/8/2024,1/10/2024,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21672
500484032,,SALES REP,10/29/2018,12/1/2017,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,42031
600054926,2285,OTHER,3/2/2018,10/1/1983,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,42364
